index,Order ID,Date,Status,Fulfillment,Sales Channel ,ship-service-level,SKU,Category,Size,ASIN,Courier Status,Qty,Currency,Amount,ship-city,ship-state,ship-postal-code,promotion-ids,fulfilled-by
2023,403-3090878-8166810,05-17-22,Shipped - Delivered to Buyer,Amazon,Amazon.in,Expedited,JNE3405-KR-XL,Ethnic Dress,XL,B082W9XY8F,Unshipped,2,INR,314.87,SILIGURI,WEST BENGAL,605506,IN Core Free Shipping,Amazon
2024,403-7659774-5575971,05-17-22,Shipped,Merchant,Amazon.in,Standard,JNE3405-KR-XS,kurta,XS,B098VXG22J,Shipped,1,INR,1058.5,BENGALURU,KARNATAKA,592592,IN Core Free Shipping,Easy Ship
2025,403-8283273-7682133,05-05-22,Cancelled,Merchant,Amazon.in,Expedited,JNE3405-KR-XL,Bottom,XL,B08LWWYMDX,Cancelled,0,INR,0.0,PUNE,MAHARASHTRA,555319,IN Core Free Shipping,Easy Ship
2026,403-5860185-4361920,04-07-22,Shipped,Amazon,Amazon.in,Standard,JNE3405-KR-XL,Ethnic Dress,XL,B09G3B6MV2,Shipped,2,INR,1279.5,GHAZIABAD,UTTAR PRADESH,691735,IN Core Free Shipping,Amazon
2027,403-6447819-6089789,04-01-22,Shipped - Delivered to Buyer,Amazon,Amazon.in,Expedited,JNE3733-KR-XXL,Saree,XXL,B09W3UXLHF,Shipped,2,INR,314.87,HUBLI,KARNATAKA,535303,IN Core Free Shipping,Amazon
2028,403-5748330-4451838,05-19-22,Cancelled,Amazon,Amazon.in,Expedited,J0003-SET-XS,Western Dress,XS,B09W3UXLHF,Cancelled,0,INR,0.0,VIJAYAWADA,ANDHRA PRADESH,698428,IN Core Free Shipping,Amazon
2029,403-6970160-1201491,05-01-22,Shipped,Amazon,Amazon.in,Expedited,J0003-SET-XS,Top,XS,B08LWWYMDX,Unshipped,1,INR,579.48,COIMBATORE,TAMIL NADU,489855,FALSE,Amazon
2030,403-2448761-9971604,04-09-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Expedited,JNE3797-KR-3XL,Top,3XL,B082W9XY8F,Unshipped,3,INR,1058.5,CHIRALA,ANDHRA PRADESH,483003,IN Core Free Shipping,Easy Ship
2031,403-1095450-4346075,04-19-22,Shipped - Delivered to Buyer,Amazon,Amazon.in,Standard,J0003-SET-XL,Top,XL,B08LWWYMDX,Unshipped,2,INR,579.48,MANGALURU,KARNATAKA,475946,FALSE,Amazon
2032,403-7287790-2796980,05-31-22,Shipped,Amazon,Amazon.in,Standard,NWM01-3XL,Bottom,3XL,B08LWWYMDX,Shipped,3,INR,579.48,GUNTUR,ANDHRA PRADESH,692371,FALSE,Amazon
2033,403-9015545-3216734,05-02-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3733-KR-S,Bottom,S,B08LWWYMDX,Cancelled,0,INR,0.0,PUNE,MAHARASHTRA,643798,IN Core Free Shipping,Amazon
2034,403-7217704-8804198,04-27-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Expedited,NWM01-XS,Saree,XS,B082W9XY8F,Unshipped,1,INR,1279.5,MUMBAI,MAHARASHTRA,430192,FALSE,Easy Ship
2035,403-3147302-3086774,05-01-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3394-KR-S,Blouse,S,B09W3UXLHF,Unshipped,1,INR,744.29,VISAKHAPATNAM,ANDHRA PRADESH,481680,IN Core Free Shipping,Easy Ship
2036,403-5154388-7093565,05-16-22,Shipped,Merchant,Amazon.in,Standard,JNE3733-KR-XL,Top,XL,B08LWWYMDX,Shipped,1,INR,1058.5,PUNE,MAHARASHTRA,521017,IN Core Free Shipping,Easy Ship
2037,403-1271786-1526132,05-15-22,Shipped,Merchant,Amazon.in,Standard,JNE3733-KR-S,Saree,S,B08LWWYMDX,Unshipped,3,INR,314.87,MALDA,WEST BENGAL,568954,IN Core Free Shipping,Easy Ship
2038,403-7051821-6330308,05-25-22,Cancelled,Amazon,Amazon.in,Expedited,J0003-SET-XL,kurta,XL,B098VXG22J,Cancelled,0,INR,0.0,SILIGURI,WEST BENGAL,530962,FALSE,Amazon
2039,403-5953058-6222608,04-28-22,Shipped,Merchant,Amazon.in,Expedited,JNE3797-KR-L,Blouse,L,B08LWWYMDX,Unshipped,2,INR,1279.5,VIJAYAWADA,ANDHRA PRADESH,636433,FALSE,Easy Ship
2040,403-7425515-8339690,05-08-22,Shipped,Amazon,Amazon.in,Expedited,J0003-SET-XL,Set,XL,B082W9XY8F,Unshipped,3,INR,1058.5,MALDA,WEST BENGAL,643752,FALSE,Amazon
2041,403-4887019-6261026,05-10-22,Shipped - Delivered to Buyer,Amazon,Amazon.in,Expedited,JNE3797-KR-XL,Western Dress,XL,B08LWWYMDX,Shipped,1,INR,1279.5,SILIGURI,WEST BENGAL,602589,FALSE,Amazon
2042,403-9160888-5430912,05-21-22,Shipped,Amazon,Amazon.in,Standard,JNE3733-KR-3XL,Western Dress,3XL,B082W9XY8F,Unshipped,3,INR,314.87,MYSURU,KARNATAKA,559851,FALSE,Amazon
2043,403-5912725-1362298,04-02-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3797-KR-L,Saree,L,B082W9XY8F,Cancelled,0,INR,0.0,NAGPUR,MAHARASHTRA,668946,FALSE,Amazon
2044,403-3152095-2426975,04-17-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3405-KR-XL,kurta,XL,B08LWWYMDX,Cancelled,0,INR,0.0,GHAZIABAD,UTTAR PRADESH,602725,IN Core Free Shipping,Amazon
2045,403-9105911-7046002,04-22-22,Shipped,Merchant,Amazon.in,Standard,NWM01-XXL,Western Dress,XXL,B08LWWYMDX,Unshipped,1,INR,744.29,KOLKATA,WEST BENGAL,492103,FALSE,Easy Ship
2046,403-4288416-3517694,04-05-22,Cancelled,Amazon,Amazon.in,Expedited,J0003-SET-XL,Ethnic Dress,XL,B098VXG22J,Cancelled,0,INR,0.0,KALYAN,MAHARASHTRA,494408,IN Core Free Shipping,Amazon
2047,403-7065726-1735880,05-29-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3394-KR-L,Blouse,L,B082W9XY8F,Cancelled,0,INR,0.0,MANGALURU,KARNATAKA,509979,IN Core Free Shipping,Amazon
2048,403-8880956-5388799,04-20-22,Cancelled,Amazon,Amazon.in,Standard,JNE3394-KR-XXL,Bottom,XXL,B09W3UXLHF,Cancelled,0,INR,0.0,CHENNAI,TAMIL NADU,408754,IN Core Free Shipping,Amazon
2049,403-5607281-2992493,04-07-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Expedited,NWM01-M,Western Dress,M,B082W9XY8F,Unshipped,1,INR,579.48,NELLORE,ANDHRA PRADESH,434690,FALSE,Easy Ship
2050,403-2760890-1987960,04-15-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0003-SET-XL,kurta,XL,B09W3UXLHF,Shipped,1,INR,314.87,COIMBATORE,TAMIL NADU,438504,FALSE,Easy Ship
2051,403-4666135-5230242,04-08-22,Shipped - Delivered to Buyer,Amazon,Amazon.in,Expedited,J0003-SET-XL,Saree,XL,B08LWWYMDX,Unshipped,3,INR,1058.5,AGRA,UTTAR PRADESH,535949,IN Core Free Shipping,Amazon
2052,403-6402497-2312103,05-01-22,Shipped - Delivered to Buyer,Amazon,Amazon.in,Expedited,NWM01-L,Saree,L,B09W3UXLHF,Unshipped,2,INR,1058.5,NELLORE,ANDHRA PRADESH,648319,FALSE,Amazon
2053,403-6279782-9618417,05-13-22,Shipped,Merchant,Amazon.in,Standard,J0003-SET-L,Bottom,L,B09G3B6MV2,Unshipped,1,INR,1058.5,Noida,UTTAR PRADESH,694088,FALSE,Easy Ship
2054,403-9388423-3587971,04-11-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3405-KR-M,Set,M,B09G3B6MV2,Cancelled,0,INR,0.0,MADURAI,TAMIL NADU,486169,FALSE,Amazon
2055,403-7675192-8463150,05-19-22,Cancelled,Amazon,Amazon.in,Standard,JNE3797-KR-3XL,Bottom,3XL,B082W9XY8F,Cancelled,0,INR,0.0,KOLKATA,WEST BENGAL,569051,FALSE,Amazon
2056,403-6620845-3935615,04-19-22,Cancelled,Merchant,Amazon.in,Standard,JNE3394-KR-XXL,Western Dress,XXL,B098VXG22J,Cancelled,0,INR,0.0,PUNE,MAHARASHTRA,515858,FALSE,Easy Ship
2057,403-3890791-3964640,04-02-22,Shipped,Amazon,Amazon.in,Expedited,JNE3394-KR-M,Top,M,B08LWWYMDX,Unshipped,2,INR,314.87,CHENNAI,TAMIL NADU,659596,IN Core Free Shipping,Amazon
2058,403-7453958-7702263,04-02-22,Shipped - Delivered to Buyer,Amazon,Amazon.in,Expedited,JNE3394-KR-L,Saree,L,B098VXG22J,Shipped,1,INR,453.67,MUMBAI,MAHARASHTRA,620947,IN Core Free Shipping,Amazon
2059,403-4462741-3502563,05-13-22,Shipped - Delivered to Buyer,Amazon,Amazon.in,Standard,NWM01-XL,Saree,XL,B082W9XY8F,Shipped,1,INR,1058.5,KOLKATA,WEST BENGAL,570700,IN Core Free Shipping,Amazon
2060,403-6561108-6428826,04-25-22,Shipped,Amazon,Amazon.in,Standard,JNE3733-KR-XL,Set,XL,B09G3B6MV2,Shipped,3,INR,1058.5,PURULIA,WEST BENGAL,417287,IN Core Free Shipping,Amazon
2061,403-9358144-1149300,05-24-22,Cancelled,Merchant,Amazon.in,Expedited,J0003-SET-S,Blouse,S,B08LWWYMDX,Cancelled,0,INR,0.0,GUNTUR,ANDHRA PRADESH,562212,FALSE,Easy Ship
2062,403-3896970-5906982,05-26-22,Cancelled,Amazon,Amazon.in,Standard,JNE3797-KR-XL,Blouse,XL,B09W3UXLHF,Cancelled,0,INR,0.0,MADURAI,TAMIL NADU,688063,FALSE,Amazon
2063,403-1615120-7441106,04-09-22,Shipped - Delivered to Buyer,Amazon,Amazon.in,Expedited,JNE3405-KR-S,Set,S,B098VXG22J,Unshipped,3,INR,314.87,MYSURU,KARNATAKA,454098,IN Core Free Shipping,Amazon
2064,403-3973948-9827349,05-26-22,Cancelled,Amazon,Amazon.in,Standard,JNE3733-KR-L,Set,L,B08LWWYMDX,Cancelled,0,INR,0.0,KOLKATA,WEST BENGAL,495644,IN Core Free Shipping,Amazon
2065,403-1962670-3882478,04-14-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Expedited,J0003-SET-XS,Western Dress,XS,B08LWWYMDX,Unshipped,2,INR,744.29,KOLKATA,WEST BENGAL,661188,FALSE,Easy Ship
2066,403-8875013-1272553,05-05-22,Shipped - Delivered to Buyer,Amazon,Amazon.in,Expedited,JNE3405-KR-XL,Ethnic Dress,XL,B098VXG22J,Shipped,1,INR,579.48,VIJAYAWADA,ANDHRA PRADESH,688351,FALSE,Amazon
2067,403-7808474-4654651,05-14-22,Cancelled,Merchant,Amazon.in,Expedited,JNE3733-KR-XS,Top,XS,B098VXG22J,Cancelled,0,INR,0.0,MYSURU,KARNATAKA,638821,IN Core Free Shipping,Easy Ship
2068,403-1383190-3804034,05-03-22,Cancelled,Merchant,Amazon.in,Standard,JNE3733-KR-XXL,Bottom,XXL,B09G3B6MV2,Cancelled,0,INR,0.0,MYSURU,KARNATAKA,621759,IN Core Free Shipping,Easy Ship
2069,403-2127388-9180015,04-26-22,Cancelled,Merchant,Amazon.in,Expedited,JNE3797-KR-XXL,Top,XXL,B098VXG22J,Cancelled,0,INR,0.0,PURULIA,WEST BENGAL,697070,FALSE,Easy Ship
2070,403-1981371-2131213,04-26-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3797-KR-M,Set,M,B09G3B6MV2,Shipped,1,INR,1058.5,AGRA,UTTAR PRADESH,576880,IN Core Free Shipping,Easy Ship
2071,403-2529702-1523801,04-29-22,Shipped,Merchant,Amazon.in,Expedited,JNE3797-KR-XXL,Western Dress,XXL,B08LWWYMDX,Unshipped,3,INR,744.29,Noida,UTTAR PRADESH,556296,FALSE,Easy Ship
2072,403-9939856-3106263,05-16-22,Shipped - Delivered to Buyer,Amazon,Amazon.in,Expedited,JNE3405-KR-3XL,Set,3XL,B09W3UXLHF,Unshipped,3,INR,314.87,KANPUR,UTTAR PRADESH,445061,IN Core Free Shipping,Amazon
2073,403-3332703-5902034,04-19-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Expedited,JNE3405-KR-XL,Saree,XL,B098VXG22J,Shipped,1,INR,744.29,PURULIA,WEST BENGAL,689320,FALSE,Easy Ship
2074,403-6195425-2870656,05-10-22,Shipped,Merchant,Amazon.in,Expedited,NWM01-XL,Bottom,XL,B098VXG22J,Unshipped,2,INR,744.29,GHAZIABAD,UTTAR PRADESH,631070,FALSE,Easy Ship
2075,403-9168702-5969466,05-06-22,Shipped,Merchant,Amazon.in,Standard,J0003-SET-XXL,Blouse,XXL,B09G3B6MV2,Shipped,2,INR,744.29,BENGALURU,KARNATAKA,400984,FALSE,Easy Ship
2076,403-8019074-3252025,05-31-22,Cancelled,Merchant,Amazon.in,Standard,JNE3394-KR-XL,Set,XL,B09W3UXLHF,Cancelled,0,INR,0.0,MALDA,WEST BENGAL,494113,IN Core Free Shipping,Easy Ship
2077,403-9444632-5786763,04-08-22,Shipped,Amazon,Amazon.in,Standard,JNE3733-KR-XL,Bottom,XL,B08LWWYMDX,Unshipped,2,INR,314.87,GUNTUR,ANDHRA PRADESH,420776,FALSE,Amazon
2078,403-5765247-8886508,05-12-22,Cancelled,Merchant,Amazon.in,Expedited,JNE3733-KR-L,Set,L,B082W9XY8F,Cancelled,0,INR,0.0,PUNE,MAHARASHTRA,484935,FALSE,Easy Ship
2079,403-3258937-2938036,04-17-22,Cancelled,Amazon,Amazon.in,Standard,JNE3733-KR-3XL,Western Dress,3XL,B082W9XY8F,Cancelled,0,INR,0.0,MYSURU,KARNATAKA,643703,FALSE,Amazon
2080,403-1728996-2561653,04-14-22,Shipped - Delivered to Buyer,Amazon,Amazon.in,Standard,JNE3797-KR-XXL,Top,XXL,B082W9XY8F,Unshipped,1,INR,453.67,KOLKATA,WEST BENGAL,656247,IN Core Free Shipping,Amazon
2081,403-3231022-1949033,04-06-22,Shipped,Merchant,Amazon.in,Expedited,JNE3394-KR-L,kurta,L,B08LWWYMDX,Unshipped,3,INR,1058.5,AGRA,UTTAR PRADESH,581834,IN Core Free Shipping,Easy Ship
2082,403-1309965-4698391,04-07-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3405-KR-XS,Bottom,XS,B08LWWYMDX,Shipped,3,INR,453.67,MANGALURU,KARNATAKA,485335,FALSE,Easy Ship
2083,403-9321067-7318576,04-21-22,Shipped,Merchant,Amazon.in,Expedited,JNE3797-KR-XXL,Top,XXL,B09G3B6MV2,Unshipped,3,INR,314.87,GUNTUR,ANDHRA PRADESH,403850,IN Core Free Shipping,Easy Ship
2084,403-9552907-2829602,05-18-22,Shipped - Delivered to Buyer,Amazon,Amazon.in,Standard,JNE3733-KR-M,Set,M,B098VXG22J,Unshipped,2,INR,314.87,MADURAI,TAMIL NADU,435911,IN Core Free Shipping,Amazon
2085,403-4253192-2223129,05-04-22,Shipped,Merchant,Amazon.in,Expedited,JNE3797-KR-S,Saree,S,B08LWWYMDX,Unshipped,1,INR,579.48,CHIRALA,ANDHRA PRADESH,553858,IN Core Free Shipping,Easy Ship
2086,403-1435942-4236832,04-03-22,Shipped - Delivered to Buyer,Amazon,Amazon.in,Expedited,JNE3733-KR-XS,Saree,XS,B09G3B6MV2,Shipped,2,INR,1279.5,COIMBATORE,TAMIL NADU,547780,FALSE,Amazon
2087,403-1280045-3130343,04-24-22,Shipped,Amazon,Amazon.in,Standard,JNE3394-KR-3XL,Top,3XL,B09G3B6MV2,Unshipped,3,INR,314.87,MADURAI,TAMIL NADU,442519,FALSE,Amazon
2088,403-9882831-9275730,04-16-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3797-KR-XXL,Set,XXL,B09W3UXLHF,Cancelled,0,INR,0.0,BENGALURU,KARNATAKA,448142,IN Core Free Shipping,Amazon
2089,403-9585079-3698953,05-21-22,Shipped - Delivered to Buyer,Amazon,Amazon.in,Standard,JNE3733-KR-L,Western Dress,L,B082W9XY8F,Unshipped,1,INR,453.67,VIJAYAWADA,ANDHRA PRADESH,614996,IN Core Free Shipping,Amazon
2090,403-8156638-9358003,05-14-22,Shipped - Delivered to Buyer,Amazon,Amazon.in,Expedited,JNE3394-KR-XL,Set,XL,B098VXG22J,Shipped,2,INR,1058.5,BENGALURU,KARNATAKA,608457,FALSE,Amazon
2091,403-6478590-1112149,04-12-22,Shipped,Merchant,Amazon.in,Expedited,JNE3394-KR-XXL,Bottom,XXL,B09W3UXLHF,Unshipped,2,INR,1279.5,NAGPUR,MAHARASHTRA,418115,FALSE,Easy Ship
2092,403-3663525-8981002,04-08-22,Shipped,Amazon,Amazon.in,Expedited,JNE3797-KR-XXL,kurta,XXL,B09W3UXLHF,Shipped,3,INR,579.48,VISAKHAPATNAM,ANDHRA PRADESH,518751,FALSE,Amazon
2093,403-7522846-6282493,04-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0003-SET-XS,Western Dress,XS,B09W3UXLHF,Shipped,3,INR,1279.5,BENGALURU,KARNATAKA,546285,IN Core Free Shipping,Easy Ship
2094,403-9535258-3722832,04-07-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3405-KR-XS,Set,XS,B09G3B6MV2,Cancelled,0,INR,0.0,COIMBATORE,TAMIL NADU,441893,FALSE,Amazon
2095,403-5189737-5365827,04-11-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3733-KR-XL,Saree,XL,B082W9XY8F,Shipped,2,INR,1058.5,MADURAI,TAMIL NADU,418894,FALSE,Easy Ship
2096,403-4789160-6629565,05-24-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3405-KR-3XL,Ethnic Dress,3XL,B08LWWYMDX,Cancelled,0,INR,0.0,VISAKHAPATNAM,ANDHRA PRADESH,687702,FALSE,Amazon
2097,403-2663530-3198649,05-16-22,Shipped - Delivered to Buyer,Amazon,Amazon.in,Expedited,JNE3733-KR-M,Bottom,M,B09G3B6MV2,Unshipped,1,INR,314.87,BENGALURU,KARNATAKA,593159,FALSE,Amazon
2098,403-1423810-4453377,04-25-22,Cancelled,Amazon,Amazon.in,Standard,JNE3797-KR-XXL,kurta,XXL,B09G3B6MV2,Cancelled,0,INR,0.0,LUCKNOW,UTTAR PRADESH,435827,IN Core Free Shipping,Amazon
2099,403-6552051-9042926,05-13-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Expedited,JNE3394-KR-XL,Ethnic Dress,XL,B098VXG22J,Unshipped,1,INR,1058.5,NAGPUR,MAHARASHTRA,589474,FALSE,Easy Ship
2100,403-9621281-4088563,04-28-22,Shipped,Merchant,Amazon.in,Expedited,JNE3797-KR-XXL,Saree,XXL,B09W3UXLHF,Unshipped,3,INR,1279.5,THANE,MAHARASHTRA,479246,IN Core Free Shipping,Easy Ship
2101,403-6979603-5025759,05-29-22,Cancelled,Amazon,Amazon.in,Expedited,J0003-SET-L,Top,L,B082W9XY8F,Cancelled,0,INR,0.0,KALYAN,MAHARASHTRA,680750,FALSE,Amazon
2102,403-9974029-4059895,04-19-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Expedited,JNE3797-KR-3XL,Bottom,3XL,B09G3B6MV2,Unshipped,3,INR,1058.5,KOLKATA,WEST BENGAL,667279,FALSE,Easy Ship
2103,403-5721748-9906463,05-05-22,Shipped,Merchant,Amazon.in,Standard,JNE3797-KR-S,Western Dress,S,B09W3UXLHF,Unshipped,3,INR,1058.5,PURULIA,WEST BENGAL,615035,IN Core Free Shipping,Easy Ship
2104,403-5854228-3715979,04-17-22,Shipped,Amazon,Amazon.in,Expedited,J0003-SET-XL,Set,XL,B08LWWYMDX,Shipped,1,INR,314.87,CHENNAI,TAMIL NADU,585055,IN Core Free Shipping,Amazon
2105,403-4229391-5442547,04-19-22,Cancelled,Merchant,Amazon.in,Standard,JNE3797-KR-S,Top,S,B082W9XY8F,Cancelled,0,INR,0.0,COIMBATORE,TAMIL NADU,678219,FALSE,Easy Ship
2106,403-3785722-1620071,05-19-22,Cancelled,Merchant,Amazon.in,Expedited,JNE3394-KR-M,Ethnic Dress,M,B09W3UXLHF,Cancelled,0,INR,0.0,NAGPUR,MAHARASHTRA,612191,FALSE,Easy Ship
2107,403-9946286-1326064,05-04-22,Shipped,Amazon,Amazon.in,Expedited,J0003-SET-3XL,Saree,3XL,B098VXG22J,Unshipped,2,INR,1279.5,MALDA,WEST BENGAL,587726,IN Core Free Shipping,Amazon
2108,403-6207071-2818820,05-11-22,Shipped - Delivered to Buyer,Amazon,Amazon.in,Standard,JNE3405-KR-S,kurta,S,B08LWWYMDX,Unshipped,1,INR,744.29,HUBLI,KARNATAKA,695416,IN Core Free Shipping,Amazon
2109,403-1247093-1860293,05-28-22,Cancelled,Merchant,Amazon.in,Standard,JNE3405-KR-M,Saree,M,B09G3B6MV2,Cancelled,0,INR,0.0,NAGPUR,MAHARASHTRA,476943,FALSE,Easy Ship
2110,403-4759594-9304259,05-25-22,Cancelled,Merchant,Amazon.in,Expedited,JNE3797-KR-S,kurta,S,B08LWWYMDX,Cancelled,0,INR,0.0,VIJAYAWADA,ANDHRA PRADESH,568632,FALSE,Easy Ship
2111,403-2313618-2785490,04-14-22,Cancelled,Amazon,Amazon.in,Standard,JNE3733-KR-3XL,Saree,3XL,B098VXG22J,Cancelled,0,INR,0.0,Noida,UTTAR PRADESH,539036,IN Core Free Shipping,Amazon
2112,403-9234460-4370030,05-25-22,Shipped,Amazon,Amazon.in,Standard,JNE3394-KR-XL,Saree,XL,B082W9XY8F,Unshipped,2,INR,1279.5,THANE,MAHARASHTRA,442905,FALSE,Amazon
2113,403-4462917-7276541,04-11-22,Shipped,Amazon,Amazon.in,Standard,NWM01-L,Ethnic Dress,L,B082W9XY8F,Shipped,2,INR,579.48,MYSURU,KARNATAKA,669968,IN Core Free Shipping,Amazon
2114,403-4329521-4222261,04-27-22,Shipped - Delivered to Buyer,Amazon,Amazon.in,Standard,JNE3394-KR-XXL,Bottom,XXL,B08LWWYMDX,Shipped,3,INR,744.29,KOLKATA,WEST BENGAL,518620,FALSE,Amazon
2115,403-5500140-6341792,05-05-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Expedited,J0003-SET-XL,Set,XL,B09W3UXLHF,Shipped,2,INR,1279.5,SILIGURI,WEST BENGAL,429455,IN Core Free Shipping,Easy Ship
2116,403-3781202-8972245,04-05-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Expedited,JNE3394-KR-XS,Western Dress,XS,B082W9XY8F,Unshipped,2,INR,1279.5,KANPUR,UTTAR PRADESH,618621,IN Core Free Shipping,Easy Ship
2117,403-4382446-8766653,05-12-22,Shipped - Delivered to Buyer,Amazon,Amazon.in,Standard,J0003-SET-XS,kurta,XS,B09G3B6MV2,Shipped,3,INR,744.29,BENGALURU,KARNATAKA,490071,IN Core Free Shipping,Amazon
2118,403-5056721-2171031,04-13-22,Shipped - Delivered to Buyer,Amazon,Amazon.in,Standard,JNE3394-KR-S,Ethnic Dress,S,B082W9XY8F,Unshipped,3,INR,1279.5,MADURAI,TAMIL NADU,660693,FALSE,Amazon
2119,403-4812960-9619607,05-11-22,Shipped,Merchant,Amazon.in,Expedited,NWM01-L,Bottom,L,B082W9XY8F,Unshipped,1,INR,579.48,CHIRALA,ANDHRA PRADESH,599751,IN Core Free Shipping,Easy Ship
2120,403-8980210-4562618,04-26-22,Shipped,Amazon,Amazon.in,Standard,JNE3405-KR-L,Western Dress,L,B098VXG22J,Unshipped,3,INR,579.48,AGRA,UTTAR PRADESH,661054,IN Core Free Shipping,Amazon
2121,403-7503312-5990851,04-13-22,Shipped - Delivered to Buyer,Amazon,Amazon.in,Expedited,JNE3797-KR-S,kurta,S,B098VXG22J,Shipped,3,INR,314.87,CHENNAI,TAMIL NADU,501465,IN Core Free Shipping,Amazon
2122,403-4324289-2333276,05-19-22,Shipped,Amazon,Amazon.in,Expedited,JNE3405-KR-XXL,Western Dress,XXL,B098VXG22J,Unshipped,2,INR,453.67,AGRA,UTTAR PRADESH,690315,IN Core Free Shipping,Amazon
2123,403-7925245-1962829,04-05-22,Shipped,Amazon,Amazon.in,Expedited,JNE3405-KR-M,Bottom,M,B098VXG22J,Shipped,2,INR,453.67,NELLORE,ANDHRA PRADESH,583654,IN Core Free Shipping,Amazon
2124,403-4778537-4537764,05-10-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3797-KR-XL,Saree,XL,B082W9XY8F,Cancelled,0,INR,0.0,SALEM,TAMIL NADU,470161,FALSE,Amazon
2125,403-2375252-7967277,05-14-22,Shipped - Delivered to Buyer,Amazon,Amazon.in,Standard,J0003-SET-L,kurta,L,B082W9XY8F,Shipped,2,INR,579.48,LUCKNOW,UTTAR PRADESH,552465,FALSE,Amazon
2126,403-3433326-2358906,05-24-22,Shipped,Amazon,Amazon.in,Expedited,JNE3394-KR-L,Top,L,B09G3B6MV2,Unshipped,3,INR,579.48,COIMBATORE,TAMIL NADU,486561,IN Core Free Shipping,Amazon
2127,403-6665655-3723692,04-04-22,Shipped,Amazon,Amazon.in,Expedited,J0003-SET-S,Saree,S,B082W9XY8F,Unshipped,2,INR,453.67,VISAKHAPATNAM,ANDHRA PRADESH,443947,IN Core Free Shipping,Amazon
2128,403-2016636-1425299,04-04-22,Cancelled,Merchant,Amazon.in,Standard,NWM01-S,Bottom,S,B082W9XY8F,Cancelled,0,INR,0.0,VISAKHAPATNAM,ANDHRA PRADESH,618523,FALSE,Easy Ship
2129,403-6162128-9110165,04-22-22,Shipped,Merchant,Amazon.in,Expedited,JNE3405-KR-XXL,Set,XXL,B082W9XY8F,Shipped,3,INR,579.48,VIJAYAWADA,ANDHRA PRADESH,429422,IN Core Free Shipping,Easy Ship
2130,403-3101851-8655709,05-29-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3405-KR-3XL,Set,3XL,B09G3B6MV2,Cancelled,0,INR,0.0,HUBLI,KARNATAKA,645911,IN Core Free Shipping,Amazon
2131,403-6234307-4667744,04-12-22,Cancelled,Merchant,Amazon.in,Expedited,NWM01-XS,Saree,XS,B082W9XY8F,Cancelled,0,INR,0.0,MADURAI,TAMIL NADU,676008,IN Core Free Shipping,Easy Ship
2132,403-3713004-8414300,05-04-22,Shipped,Amazon,Amazon.in,Expedited,JNE3733-KR-XXL,Set,XXL,B082W9XY8F,Shipped,1,INR,744.29,MANGALURU,KARNATAKA,461974,FALSE,Amazon
2133,403-4462508-1986219,05-07-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3394-KR-XL,Saree,XL,B09G3B6MV2,Cancelled,0,INR,0.0,COIMBATORE,TAMIL NADU,412506,IN Core Free Shipping,Amazon
2134,403-7577950-8075065,05-15-22,Cancelled,Amazon,Amazon.in,Standard,J0003-SET-3XL,Western Dress,3XL,B09W3UXLHF,Cancelled,0,INR,0.0,SALEM,TAMIL NADU,639541,FALSE,Amazon
2135,403-4480167-9565723,05-24-22,Shipped,Amazon,Amazon.in,Standard,JNE3797-KR-XS,Blouse,XS,B08LWWYMDX,Unshipped,2,INR,744.29,KANPUR,UTTAR PRADESH,492137,FALSE,Amazon
2136,403-8802760-5672069,04-17-22,Shipped - Delivered to Buyer,Amazon,Amazon.in,Standard,JNE3797-KR-M,kurta,M,B098VXG22J,Shipped,3,INR,314.87,HUBLI,KARNATAKA,650518,IN Core Free Shipping,Amazon
